

productTitle,Review Title,Rating,Review Body
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Nice decorative item.,5.0 out of 5 stars,Cute little owls..and also got a free keyring.value for money.
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Beautiful product,5.0 out of 5 stars,Very beautiful and unique itemAlso got a free beautiful keychainWorth your money
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Owl family,5.0 out of 5 stars,The owl family is so good and craft is beyound expectation. The carving  and finishing are fine. I love my purchase.
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Craft,5.0 out of 5 stars,Awesome product and I got one keychain as a gift.
productTitle,Review Title,Rating,Review Body
"JR Handicrafts World Decorative Metal Diya Traditional Lotus Urli Tealight Holder Golden Bowl for Floating Flowers and Tea Light Candles Home,Office and Table Decor Special(Multicolor)",Nice,5.0 out of 5 stars,"The media could not be loaded.
                



 It's beautiful"
productTitle,Review Title,Rating,Review Body
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1",Cheap quality,3.0 out of 5 stars,Cheap quality
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1",Value for money,4.0 out of 5 stars,"Even though a lot of the varnish etc. seems like it's spray painted, the look of this lamp is great and it's excellent for the price. It was surprisingly easy to install, and it came with a yellow Wipro LED bulb. It immediately converted my small-ish room into a cosy looking space. The durability of the set up remains to be seen. Also the adjustable rod which connects the shade to the body stays just slightly tilted where the screw meets and pushes on to the rod. It's noticeable but can be ignored for an otherwise decent lamp you're getting at INR 1300."
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1",Excellent body of lamp but comes with a bad quality bulb.,4.0 out of 5 stars,Excellent body of the lamp. I loved it. But the bulb used is a local product. Its actually a multi colored LED bulb which came faulty. I didn't want to replace the whole thing just for a faulty bulb. Then I couldn't find a new bulb in local shops nearby since it's not easily available. Then one god electrician came to rescue who fixed the bulb to atleast run in single white color. And that's how I managed to make the lamp work for me.Phewww..Thanks
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1",A note from the happy customer!😊,5.0 out of 5 stars,"Initially we had trouble installing the lamp, as the lampshade was not being fitted properly. Then I remembered that there was a sweet note from the seller having their contact info. So I messaged them and what a service we received from a small scale vendor having a capacity of 5/6 people !!! They not only sent the demo video but also did a video call and explained thoroughly. This is the kind of service we expect, specially in this tough time when your movements are restricted.Now about the lamp! This is definitely one of the best I have ever purchased. It is simple, Sophisticated and thus, elegant. Gives a dreamy illumination. Unlike big vendors they also provide the bulb along with the lamp.Go for it guys , this is just worth buying. Yes, we had little trouble installing the lampshade but their service absolutely made it up.Paanch chamakte sitaara for Paradise Nauticals 😊!"
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1","Good lamp, packaging should be way better.",4.0 out of 5 stars,"Its a beautiful lamp. Good finish on the product.The only problem was how the packaging was handled. I received with the bulb wire damaged and split into two parts.The seller just needs to find a packaging way so that the wire would not get damaged during the delivery. Thankfully we had an electritian who was able to fix this for us, so I cancelled the replacement request.Also, I was hoping to get a warm white bulb with it, which I did not. I would have preferred that.Overall its an amazing lamp for this 1450/- price range."
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1",Excellent product,5.0 out of 5 stars,"The floor lamp is of very superior quality and truly meeting my needs. I am very much impressed about it's classic appearance, especially the wooden tripod stand and copper union which allows to increase the height of the light by atleast one feet. Only thing I have to say negative is the quality of the combo bulb which was a local make and the base of it became loose after two three times of fitting and removal. But that is a minor issue, when comparing with the quality of the floor lamp, which is of excellent quality. I give five stars for the product and value for money because it deserves to be given."
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1",Fabulous Product !!!,5.0 out of 5 stars,"I’m so glad I went for this lamp !! Really pretty, livens up the place, even during daylight. The quality of components is good too, the legs are made of proper wood and are sturdy, the rest of the product is good as well. Moreover, there’s hardly any assembly required, just fix the lamp shade, screw in the bulb (included with the product) and you’re set. Very reasonably priced too, complete value for my money. But the best bit though, the manufacturer, Paradise Nauticals, is a small, nay, micro  business venture of just 5-6 people; and they’ve come up with a quality product, kudos to them !!"
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1",I couldn't see any other products in this cheap price with good quality.,5.0 out of 5 stars,It's very good product. I wasn't expecting this product would blow my mind off. Its easy to install. Packaging was good. But you need to find a better place or corner in your home to get proper benefits. I like the way the light is surrounded by jute. I would suggest you to buy this product. You can see in the picture how beautiful it looks in that picture. Every thing I'd got was good except one thing was they'd charged me 250 delivery charges to my address and they had delivered it to me after 8 days. By the way product was good. If I'd to suggest the tripod light I would suggest you this because now a days no one could sale this type of product in this cheap price.
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1",Lamp stand s nice n in gud condition.. but bulp s not working😔,4.0 out of 5 stars,"Tis was my 3rd time order as d previous orders didn't got delivered at all to me.. tis time it gt delivered..m happy product s good, but ter was no note r anything about the product..and the bulb tey provided wth tis was broken.. frm inside.. its nt working.."
"SIMRAN HANDICRAFTS Metal, Wood Lamp, Bronze,Pack of 1",Great,5.0 out of 5 stars,"Packaging is ok but the wire is broken and also the on off button included in the wire is missing. Whereas the extended rod of the lamp is also not upto the mark, on full extension it gets slightly tilted, the bulb provided with the lamp is of really cheap quality may be 10-15/- rs of cost in local market, not satisfied with the overall product.Replaced the product and honestly speaking the quality that I received now is genuine, changing my review rating from 1 to 5 star 👍Thank you seller."
productTitle,Review Title,Rating,Review Body
2heet Stainless Steel Handicrafts Indian Hand Made Meena Work Peacock Design Glass (Golden) Set of 6,Very nice 👌,5.0 out of 5 stars,Very nice 👌
2heet Stainless Steel Handicrafts Indian Hand Made Meena Work Peacock Design Glass (Golden) Set of 6,Glasses are good but tray is of low quality,3.0 out of 5 stars,Tray is not so good
2heet Stainless Steel Handicrafts Indian Hand Made Meena Work Peacock Design Glass (Golden) Set of 6,Medium quality.,4.0 out of 5 stars,Nice looks from outside. Inside quality of steel material isn't good. More costly than its quality
2heet Stainless Steel Handicrafts Indian Hand Made Meena Work Peacock Design Glass (Golden) Set of 6,Nice,5.0 out of 5 stars,
2heet Stainless Steel Handicrafts Indian Hand Made Meena Work Peacock Design Glass (Golden) Set of 6,Nice,5.0 out of 5 stars,Looks good..  quality could have been a little better
2heet Stainless Steel Handicrafts Indian Hand Made Meena Work Peacock Design Glass (Golden) Set of 6,Good product,5.0 out of 5 stars,I am so happy

productTitle,Review Title,Rating,Review Body
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Nice creativity,5.0 out of 5 stars,Carving in box is very good...inside is also very spacious...thanks
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Nice,5.0 out of 5 stars,Nice
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Beautiful,5.0 out of 5 stars,"It's so beautiful, i bought it as a gift, my friend Loved it so much"
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Nice product,4.0 out of 5 stars,Hand made wooden box is good and value for giftable  as well as own purpose.
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),It's perfect.,4.0 out of 5 stars,"The media could not be loaded.
                



 That the size is perfectly fit for my Cards!"
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Good one,3.0 out of 5 stars,It's good but the size was too small according to my need. It's good for keeping your valuables. While purchasing go through the measurements to avoid returns unless you are not someone who hates waiting.
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),It's good,5.0 out of 5 stars,This product quality and price amazing ... Worthy
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Tightness,4.0 out of 5 stars,The  product in itself is good but its a tid bit tight
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Not satisfied with the product and would not recommend it,3.0 out of 5 stars,"The product is damaged from all sides. The design is also not carved properly. I feel I was given a used product. The product was also not polished. This product is not worth buying, wouldn't recommend it."
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Clip is different from display. Can't lock the box.,5.0 out of 5 stars,The clip is different from display pictures. Can not put a small lock in the box so does not serve the purpose of keeping expensive jewelry securely. Initiating a return.  Otherwise  the box is perfect in quality other than the closing clip.
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Damaged item.,3.0 out of 5 stars,I received damaged item. Two wooden pieces inside the box were loose and was unable to close the box once opened. But I loved the work on the box. Return requested as it's meant to be a gift for someone.
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),INNER VALVET CLOTH COATING FINISHING IS NOT UPTO 100%,4.0 out of 5 stars,INNER VALVET CLOTH COATING FINISHING IS NOT UPTO 100%
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Let me refer others tooo,4.0 out of 5 stars,Looks  as same as in the picture value for money
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Beautiful product with beautiful design & finishing,4.0 out of 5 stars,Beautiful wooden box with beautiful design and finishing. Sturdy. Only one thing that it is small-medium in size.
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Nice little box to keep ur trinkets!,4.0 out of 5 stars,"The product was in good condition, antique looking. Except for a little worn-out towards the inner edge of the box, the product was in good condition. Value for money..."
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Should be cheaper,4.0 out of 5 stars,Little pricey otherwise all good
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),So royal,4.0 out of 5 stars,"Very beautifully carved jewelry box, it's lined with red velvet inside and looks so royal."
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Nice jewellery box,4.0 out of 5 stars,"Not so big, not so small. Not very sturdy. But I like the product as it is."
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Value for money 💰,4.0 out of 5 stars,A good product according to price range.
Jk Handicrafts Handmade Wooden Jewellery Box for Women Wood Jewel Organizer Hand Carved with Intricate Carvings Gift Items - 6 inches (Brown02),Just ok,2.0 out of 5 stars,To small not good

productTitle,Review Title,Rating,Review Body
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,"Stylish, sturdy & gives character to the decor!",4.0 out of 5 stars,It definitely comes through the expectations. Looks very rugged and stylish. Definitely what I was going for. I gave 4 stars because the color is slightly different than shown in the image. The centre part of the tray is slightly yellowish which I am not a fan of tbh. But overall the product is good.
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Fabulous buy,5.0 out of 5 stars,
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Beautiful,5.0 out of 5 stars,"Bought it for my planters and it looks amazing,it's sturdy and durable bought another one for dining. You can use these in multiple ways. Affordable and worth it"
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,It's very beautiful & rustic,5.0 out of 5 stars,Add beauty to my place. Can be used in so many ways.
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Worth it,5.0 out of 5 stars,For this amount this product is far better....the quality is amazing
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Value for money product,5.0 out of 5 stars,"The media could not be loaded.
                



 Loved the trayGives an antique look to the decoration...Definitely value for money"
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Good Base for decoration ❤️,5.0 out of 5 stars,
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Product is really too good,5.0 out of 5 stars,Wood is good quality
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,🟤 Brown Decor Tray,3.0 out of 5 stars,👍🏻👍🏻👍🏻It turned out to be small although in the pictures it looks big. Everything else is great! 🙂
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Good product,5.0 out of 5 stars,Good product. I like very much. Worth for a money. I will definitely recommend to everyone.
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Beautiful....just as the pictures,5.0 out of 5 stars,
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,value for money,5.0 out of 5 stars,The tray is beautiful to use as decor item.
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Ok product,3.0 out of 5 stars,Packaging was bad but the product is ok ... wooden parts from the edges r coming out but over all just a ok ok product.
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,I am very happy for this product,5.0 out of 5 stars,Definitely buy it again for gifts.
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Beautiful,4.0 out of 5 stars,Liked the product
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Its pretty and raw,5.0 out of 5 stars,"The media could not be loaded.
                



 Its pretty can be used as serving tray or food tray but i am using it as side tray on my working table"
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Good,5.0 out of 5 stars,Product as per specification
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Simran Handicrafts,5.0 out of 5 stars,Very good product
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Good Design but too bulky,3.0 out of 5 stars,Sturdy and Durable.. But Steel Nails (although small) are seen around the entire diameter of tray. Bulky but appears durable.
Simran Handicrafts Beautiful Table Decor Round Shape Wooden Serving Tray/Platter for Home and Kitchen,Wooden tray,5.0 out of 5 stars,"The media could not be loaded.
                



 Awesome product"
productTitle,Review Title,Rating,Review Body
Handicrafts Paradise Kalash Design Marble Pooja Chowki (10.2 cm x 10.2 cm x 2.55 cm),Great product,5.0 out of 5 stars,Worth the amount
Handicrafts Paradise Kalash Design Marble Pooja Chowki (10.2 cm x 10.2 cm x 2.55 cm),Good product,4.0 out of 5 stars,Cute small but quality  product....
Handicrafts Paradise Kalash Design Marble Pooja Chowki (10.2 cm x 10.2 cm x 2.55 cm),Good product,5.0 out of 5 stars,Good product
Handicrafts Paradise Kalash Design Marble Pooja Chowki (10.2 cm x 10.2 cm x 2.55 cm),Its a sacm,1.0 out of 5 stars,"The size is very small, also within 3 days, it broke.Complete waste of money.Size is like a small ""Katori""."



productTitle,Review Title,Rating,Review Body
"Handicrafts Paradise Rajasthani Musicians Handmade Decorative Gift Item showpiece in Iron for Home Decor - 5.5 inch, 3 Piece",👎👎👎,3.0 out of 5 stars,"Price ke hisab se product achcha nahin hai, is price mein bahut acche acche product mil jata hai."
"Handicrafts Paradise Rajasthani Musicians Handmade Decorative Gift Item showpiece in Iron for Home Decor - 5.5 inch, 3 Piece",Quality not good,1.0 out of 5 stars,Some stones missed At attached pic
"Handicrafts Paradise Rajasthani Musicians Handmade Decorative Gift Item showpiece in Iron for Home Decor - 5.5 inch, 3 Piece",Creative but not worth for money ..,2.0 out of 5 stars,Product is not finished one.  Paint is not perfect and backside is not covered like similar products haved. Price is very very high for this kind of quality products.
"Handicrafts Paradise Rajasthani Musicians Handmade Decorative Gift Item showpiece in Iron for Home Decor - 5.5 inch, 3 Piece",Poor packaging and product,1.0 out of 5 stars,If you are planning to buy this product for gifting someone DO NOT BUY anything from the seller or moreover handcraft paradise. I bought 5-6 items thinking they will be good quality and come on good box which is shown in pictures but it comes in bubble wrap and looks like a cheap product. Stick to your local seller and avoid this at all cost.
"Handicrafts Paradise Rajasthani Musicians Handmade Decorative Gift Item showpiece in Iron for Home Decor - 5.5 inch, 3 Piece","Good product, finishing is not upto mark",2.0 out of 5 stars,Colorful
"Handicrafts Paradise Rajasthani Musicians Handmade Decorative Gift Item showpiece in Iron for Home Decor - 5.5 inch, 3 Piece",These are a band,5.0 out of 5 stars,Best decoration
productTitle,Review Title,Rating,Review Body
Handicrafts Paradise Wrought Iron Showpiece Figurine Playing Dandia Multicolor 8.5 x 4.25 x 13.5 inch,"Overpriced, low quality",2.0 out of 5 stars,"The product and paint quality is bad, also its not worth that price.Considering its price ~1600 inr, the items could have been better. Disappointed with purchase.Unfortunately, i cannot return it as i brought this out of India."
Handicrafts Paradise Wrought Iron Showpiece Figurine Playing Dandia Multicolor 8.5 x 4.25 x 13.5 inch,VALUE FOR MONEY,5.0 out of 5 stars,Best quality
Handicrafts Paradise Wrought Iron Showpiece Figurine Playing Dandia Multicolor 8.5 x 4.25 x 13.5 inch,Good one,3.0 out of 5 stars,Very good product. The only low is that the lady figure don't have a proper face.
Handicrafts Paradise Wrought Iron Showpiece Figurine Playing Dandia Multicolor 8.5 x 4.25 x 13.5 inch,Good,5.0 out of 5 stars,Quality and colour is very good.. Received as expected
Handicrafts Paradise Wrought Iron Showpiece Figurine Playing Dandia Multicolor 8.5 x 4.25 x 13.5 inch,Value for money,5.0 out of 5 stars,Amazingly beautiful with very vibrant colours  and great quality.. brought a lot of spark to my ambience.
Handicrafts Paradise Wrought Iron Showpiece Figurine Playing Dandia Multicolor 8.5 x 4.25 x 13.5 inch,Nice decorative product,5.0 out of 5 stars,Simply superb
Handicrafts Paradise Wrought Iron Showpiece Figurine Playing Dandia Multicolor 8.5 x 4.25 x 13.5 inch,Nice one,5.0 out of 5 stars,Excellent item to add to your showcase. Looks very pretty with its bright colours. Thanks to Amazon for quick delivery.
Handicrafts Paradise Wrought Iron Showpiece Figurine Playing Dandia Multicolor 8.5 x 4.25 x 13.5 inch,worst,1.0 out of 5 stars,third class product not Worthy do not buy bad quality i have to return this no refund i am getting

productTitle,Review Title,Rating,Review Body
Fashion Bizz Rajasthani Ethnic Home Decor Handicrafts Items - Rajasthani 6 Piece Musician Bawla Set in Wood Hight 2&#34;,Great value for money,5.0 out of 5 stars,Absolutely value for money. Vibrant colours and great in quality. Perfect if you are buying this for Dasara.
Fashion Bizz Rajasthani Ethnic Home Decor Handicrafts Items - Rajasthani 6 Piece Musician Bawla Set in Wood Hight 2&#34;,The showpiece set was broken,1.0 out of 5 stars,The product was not up to the mark. One of the showpiece is broken
productTitle,Review Title,Rating,Review Body
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Nice,5.0 out of 5 stars,I liked the bright colors they used... It added a good feel in my home. Thank you.
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Ok ok,3.0 out of 5 stars,The product look attractive but could be more ...
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Nice product,4.0 out of 5 stars,Nice and beautiful product
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Very beautiful,5.0 out of 5 stars,Value for money
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Very beautiful,5.0 out of 5 stars,Very happy with the quality
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",A decent purchase !,5.0 out of 5 stars,They have added freshness to my kitchen entrance.
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Beautiful with vibrant colors.,5.0 out of 5 stars,
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Suggestions..,4.0 out of 5 stars,Product is very nice only one suggestion they should have painted both the side of the fish. It will look more beautiful.
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Beautiful... hanging decor for home,4.0 out of 5 stars,Beautiful fishes decor
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Worth it,5.0 out of 5 stars,"The media could not be loaded.
                



 Very nice product.. loved it ❤️"
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Vfm....absolutely!! Super looking too,4.0 out of 5 stars,Great eye appeal
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)","I am so happy to get this..these fishes,are so beautiful",5.0 out of 5 stars,Beautiful product
"DRAVY HANDICRAFTS Hanging Fish Main Door Latkan, Toran for Pooja, Garden - Decorative Wall Hanging Garden Balcony Decoration for Room, Wall Decor for Home (Set of 4 Unit) (Length-12 inch) (A1)",Very nice,5.0 out of 5 stars,Nice good looking product
productTitle,Review Title,Rating,Review Body
CraftVatika Birds Tea Light Holder Handi Tealight Holders Stand Rajashtani Handicraft Handi Showpiece Statue for Home Office Living Room Desk Table Decoration.,Loved it,5.0 out of 5 stars,This is my favourite home decor ..I was bought for luban dhuni on diwali ...u can put it Luban cup inside and hang this anywhere for creat possitvity in ur home


productTitle,Review Title,Rating,Review Body
"Illusion Crafts Rajasthani Elephant Traditional Handicraft Hanging Pair Ladi Set of 4 pcs Decorative Toran Latkan for Home Decor, Wall &amp; Main Door (Multicolor)",Good,3.0 out of 5 stars,In the pic it shows all elephants in blue colour but i recd multicolored ones.The length is medium not as how we get in market a bit more longer ones.and the seller sent 3 piece of smae size and one size was extremely short
"Illusion Crafts Rajasthani Elephant Traditional Handicraft Hanging Pair Ladi Set of 4 pcs Decorative Toran Latkan for Home Decor, Wall &amp; Main Door (Multicolor)",good 😊 product satisfied 😃,5.0 out of 5 stars,suites the house 🏡
"Illusion Crafts Rajasthani Elephant Traditional Handicraft Hanging Pair Ladi Set of 4 pcs Decorative Toran Latkan for Home Decor, Wall &amp; Main Door (Multicolor)",So beautiful and cost friendly,5.0 out of 5 stars,Very nice and cost friendly
productTitle,Review Title,Rating,Review Body
"Khadgatta Handicrafts Wall Door Pom Pom String with Golden Beads, Big Bell Hanging Torans Garland Decoration Item for Home Décor Christmas Decoration (Height:- 4.5 FT)(Pack of 5) (Red)",Beautiful,5.0 out of 5 stars,Little costly but very beautiful
"Khadgatta Handicrafts Wall Door Pom Pom String with Golden Beads, Big Bell Hanging Torans Garland Decoration Item for Home Décor Christmas Decoration (Height:- 4.5 FT)(Pack of 5) (Red)",not so great,3.0 out of 5 stars,Not so great.
"Khadgatta Handicrafts Wall Door Pom Pom String with Golden Beads, Big Bell Hanging Torans Garland Decoration Item for Home Décor Christmas Decoration (Height:- 4.5 FT)(Pack of 5) (Red)",Good,5.0 out of 5 stars,As expected
"Khadgatta Handicrafts Wall Door Pom Pom String with Golden Beads, Big Bell Hanging Torans Garland Decoration Item for Home Décor Christmas Decoration (Height:- 4.5 FT)(Pack of 5) (Red)",Length is shorter than mentioned in  description,1.0 out of 5 stars,Length was on around 1 feet lesser than mentioned
"Khadgatta Handicrafts Wall Door Pom Pom String with Golden Beads, Big Bell Hanging Torans Garland Decoration Item for Home Décor Christmas Decoration (Height:- 4.5 FT)(Pack of 5) (Red)",Length described doesn’t match the actual item upon receipt.,1.0 out of 5 stars,"I spent so much time to find 4.5ft length of this kind and finally found this item and ordered. Upon receipt, I measured the length and it wasn’t even 4ft including the plain thread to hang. It should have been 54 inches, whereas it was 43 inches with the plain thread. Excluding the thread it was only 38 inches. Very disappointed and feel like cheated."
"Khadgatta Handicrafts Wall Door Pom Pom String with Golden Beads, Big Bell Hanging Torans Garland Decoration Item for Home Décor Christmas Decoration (Height:- 4.5 FT)(Pack of 5) (Red)",Simply gorgeous!,5.0 out of 5 stars,"Very beautiful, vibrant and pleasing! Its a literally a visual treat."
"Khadgatta Handicrafts Wall Door Pom Pom String with Golden Beads, Big Bell Hanging Torans Garland Decoration Item for Home Décor Christmas Decoration (Height:- 4.5 FT)(Pack of 5) (Red)",Really good for decoration purpose.,5.0 out of 5 stars,Product as shown. Value for money.


productTitle,Review Title,Rating,Review Body
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Beauty!!!...,5.0 out of 5 stars,Feel short of words to describe it......
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Product is too good,5.0 out of 5 stars,"The show item is good, used to gift my friend"
Artvarko Brass Auto Rickshaw Indian Handicraft Collectible Statue Home Decor Showpiece Gift Stone Studd Multicolor Tuk Vehicle Decorative Antique Passenger Tempo Model Items and Decoration Purpose,Good one….antique,4.0 out of 5 stars,Good one…..liked it….price wise little higher
