

productTitle,Review Title,Rating,Review Body
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Beautiful,5.0 out of 5 stars,Very beautiful and a sturdy product.
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Beautiful ♥️,4.0 out of 5 stars,Very beautiful ♥️ chowki is made up of marble with plastic foot attached. It is nicely and cleanly painted looks so cute and beautiful. U can place your small laddoo Gopal on it.
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Very nice item,4.0 out of 5 stars,Used in pooja place.
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Beautiful chowki,4.0 out of 5 stars,
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Very nice,5.0 out of 5 stars,"Same as the image, loved it"
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)","I had ordered 4 pairs, one of them was broken",3.0 out of 5 stars,"I had ordered 4 pairs, one of them was broken otherwise good"
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Disappointed,3.0 out of 5 stars,"Received 2 chowkies , one was cracked. Seller should give it's best quality product.  And should check the product before sending it .Too bad"
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Beautiful product,5.0 out of 5 stars,These are small cute and very beautiful products. Came in sturdy packaging and can be used to keep diya or godHigh quality
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Nice,4.0 out of 5 stars,Very cute
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Very good product,4.0 out of 5 stars,Very good product
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Nice,4.0 out of 5 stars,Its very nice. But size is small as shown.otherwise it looks cute.
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Product,4.0 out of 5 stars,"Good product,but small in size,before buying measure the size dont go by pictures...otherwise product is good"
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",True value of money,4.0 out of 5 stars,"I very much like this item, so colourful. Not only this item, ur products r very good same as images."
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Good product,5.0 out of 5 stars,Value for money. But Dono product me se 1 thik hai aur 1ka leg tuta hua nikla isiliye replace karna hai
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Beautiful chourangs,5.0 out of 5 stars,I was very much skeptical to buy them. But they are too beautiful to resist. The quality is good and same as shown in the pic
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Good one,5.0 out of 5 stars,Very nice. Just like the pic.Fit to use as a base for your diya.
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Keep given dimensions in mind...Do not expect bigger than that,4.0 out of 5 stars,Found exactly the same as shown in the picture. Good one.
"Handicrafts Paradise Intricate Floral Painted Marble Chowki (10.2 cm x 10.2 cm x 2.55 cm, Set of 2)",Nice and useful product,4.0 out of 5 stars,Nice product.I like the design and carving on it.


productTitle,Review Title,Rating,Review Body
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",nice,5.0 out of 5 stars,goods are wounderful
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",The product was very small size ☹️,4.0 out of 5 stars,"It is a show piece item right, so I will keep it in a show case.."
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Good product,5.0 out of 5 stars,Good product but a bit small
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Good,4.0 out of 5 stars,Ok
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Not worth - poor quality,2.0 out of 5 stars,"Quality  of the product  is not at all good, one bolt is missing, color  of the screws (white) used are not matching  the camel or cart (gold). Overall  not satisfied  with the quality."
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Not satisfied,1.0 out of 5 stars,Worst experience..by lookwise it's very fade and it appears like 20 years old craft piece
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Worst quality and colour faded,1.0 out of 5 stars,The item looks good only in photos but is horrible in real world. It's an iron mold with colour that's already half faded and all chains and gems are misplaced. Not recommended for gifting at all
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Worst quality,1.0 out of 5 stars,"The media could not be loaded.
                



 I totally dislike the product. Waste of money"
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Not worth,3.0 out of 5 stars,Product was not up to mark. The chains were broken and wheels were loose. Size is also small
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Liked it!,3.0 out of 5 stars,The finishing could be better as glue could be seen but overall it's a good & small decorative item.
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Beads were broken,3.0 out of 5 stars,Beads were broken
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Wastage of money,1.0 out of 5 stars,"Wastage of money, it's worst product I have ever purchased from Amazon, it's very much smaller in size . The product is not similar to the image of advertising, the camal and cart are too small, seriously like a toy of child, even toys are good than this wasta, I am not satisfied with this product and it's high price for this wasta."
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Ok ok,3.0 out of 5 stars,A little dull
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Average Product,2.0 out of 5 stars,There is no finishing in the product and looks on 100 rupees show piece. Stones are coming out also
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Okay product!,4.0 out of 5 stars,"Product looks as it is in the picture, but I my piece was not shiny n looked old as if kept out on a display shelf for a long time. Value for money."
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Very bad and unfinished decor peace,1.0 out of 5 stars,"It’s such a ugly decor peace , I don’t know it’s a camel or cow but it’s very dirty finishing and I ooose my money"
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Very good,4.0 out of 5 stars,This is value for my money. This is good
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Good product,4.0 out of 5 stars,Good quality. Some stones were loosely sticked. It's fine.
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Quality,2.0 out of 5 stars,Finishing  was not  good but ok ....half side finishing  good but inside portion  not good ...work for that side
"Fashion Bizz Home Decorative Rajasthani Gemstone Studded Metal Camel Handicraft Figurine with Antique Handmade Stone Work (Gold, Standard, 1 Piece)",Averages,3.0 out of 5 stars,So small size

productTitle,Review Title,Rating,Review Body
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Beautiful piece of art,5.0 out of 5 stars,"Elegant piece of art, it was packaged well and enhances the beauty of the house."
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Nice but toooo small,4.0 out of 5 stars,Size is toooo small....
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Product is very very small,2.0 out of 5 stars,Product is very very small
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Okish for the price,3.0 out of 5 stars,Expectations are on one side and item on other end. Okay for the price with 15x12 cm size
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",It is looking good but size of the product was small.,2.0 out of 5 stars,I didn't liked ☹️
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Beautiful!!,3.0 out of 5 stars,"This is a beautiful wooden table decoration piece, bought it in 289/. The product quality is good. I really liked this product!"
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Average,4.0 out of 5 stars,
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Not worth,1.0 out of 5 stars,It's too small. Doesn't serve any purpose
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Beautiful,5.0 out of 5 stars,Very nicely made and it's symbol of Bengal Heritage. Thanks to the artist.
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Very good,4.0 out of 5 stars,Very good but small in size
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Average,4.0 out of 5 stars,Like
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",This price not good product..,3.0 out of 5 stars,I like theme but quality very poor and very light weight.. so stand not proper own place cheap type wooden
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",QUALITY,1.0 out of 5 stars,BAD QUALITY AND SIZE . NOT WORTH BUYING
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec","Okay,not value for money",2.0 out of 5 stars,Not value for money
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Good product,5.0 out of 5 stars,Nice work. Good looking. Go for it.
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Nice One,5.0 out of 5 stars,It's beautiful ❤️
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",What a lovely piece,5.0 out of 5 stars,It's just a awesome 😍🤩
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",It doesn't look like it was shown in the picture. The size should be bigger.,1.0 out of 5 stars,The size is too small and not at all value for money rather waste of money. The size should be bigger only then you will make out the craftsmanship.
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Beautiful village scene,5.0 out of 5 stars,Nice village scene.
"Bankura Traditional Art Center Wooden handicrafts Farmer Girls Showpiece -Table Decoration and Wall Mounted Home Decor Toy for Kids 15 cm Length, Clear,1 Piec",Must buy it's amazing,5.0 out of 5 stars,Wooow what a finishing... very beautiful item



productTitle,Review Title,Rating,Review Body
Handicrafts Paradise Door Hanging Blue Painted Bell with Jhalar Blue Peacock with Metal Bell Set of 2,Okay product,4.0 out of 5 stars,Looks okayish. The paint is coming off a little.



productTitle,Review Title,Rating,Review Body
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Nice product,5.0 out of 5 stars,Size is little bit small ...But overall it's a nice product
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,I love it ..,5.0 out of 5 stars,Enough to add all important things on the dinning table . Not sure how many days it will survive but it looks quick .
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Very poor quality. It's shape is not the same as shown,1.0 out of 5 stars,The whea were unfunctional and it was not even joined to the base of the cart
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Good product 👍,5.0 out of 5 stars,Material and disine
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Not properly fixed,1.0 out of 5 stars,It’s screws are loose. Very disappointed as it’s wheel part got separated from tray
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Not satisfied,2.0 out of 5 stars,"Wooden tray is not rightly fit on wheels and product was so dirty,may be old dumped product"
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Quality is ok ok,2.0 out of 5 stars,The product if not so good then its also not so bad . The wheels were not balanced properly and i think for 450 it is bit costly ...
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Good but quite small in size,3.0 out of 5 stars,Product is sturdy n cute but quite small in size
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Not as shown in the picture,2.0 out of 5 stars,Not same as shown in the picture.Finish and the colour is different.The screws at the bottom was not fixed properly and one side is detached from the iron wheels portion.bought this for below 400
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Amazing product!,5.0 out of 5 stars,Good in sturdiness. Quality of the wood is also nice!!
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Great product,5.0 out of 5 stars,"For this price, it is a great product and very sturdy too. Also adds a unique element in the kitchen."
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Super Cute,5.0 out of 5 stars,Super cute item. Well made and looks good.
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Go for it,5.0 out of 5 stars,I have used to keep other items...this is sooo beautiful.
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Durable,5.0 out of 5 stars,Good to display and take food photography
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,product was defective hence returned,2.0 out of 5 stars,2 of the wheels were jammed & was not moving
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Very nice product,5.0 out of 5 stars,Very nice product...I'm very happy .for this product..Thanks Amazon  😊😊😊
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Nice one,5.0 out of 5 stars,Very nice product
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Nice product!,5.0 out of 5 stars,"Quite nice. However, could have been more sturdier."
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Loved it,5.0 out of 5 stars,Loved it
Simran Handicrafts Wood Serving Tray with Moveable Wheels - Brown,Amazing,5.0 out of 5 stars,Very nice quality!!!Loved it
productTitle,Review Title,Rating,Review Body
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Very nice print and the colour combination,5.0 out of 5 stars,It has a lovely colour combination
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Cute and simple,4.0 out of 5 stars,Looking good
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Lovely piece of work,5.0 out of 5 stars,Used it as a centrepiece for the coffee  table. It catches the eye of most visitors and a wonderful piece indeed.
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,I got rectangular shaped trays instead.,4.0 out of 5 stars,Though l did not get same trays but I liked the rectangular shaped trays provided instead. Trays had few stratches on them and one mark. Otherwise quality was good.
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Too small,3.0 out of 5 stars,Product is good but it's too small
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Trays are exactly as shown in the pic,4.0 out of 5 stars,Its beautiful and Unique design.The big one had a small dent at the edge.The delivery charge is too high.
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Looks good. Could have been better,3.0 out of 5 stars,The bottom part of the tray should have the resin coat too
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Must buy product,4.0 out of 5 stars,Sizes are a bit small but these trays are a must buy.
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Love it,5.0 out of 5 stars,Looks very good. Was similar to the image on site
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Good and bad..,3.0 out of 5 stars,"The trays are sturdy, attractive..but very slippery to hold glasses..they tend to slide very easily if not held firmly."
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Very small in size not even equal to a plate,3.0 out of 5 stars,Very small in size
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Too small as shown in picture,3.0 out of 5 stars,It's too small.
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Same as shown in picture,4.0 out of 5 stars,
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Excellent,5.0 out of 5 stars,Nice looking trays.. stylish n sturdy.. would prefer it for giving gifts also
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,"It is not wooden, only cardboard. The design is paper printed and glued",1.0 out of 5 stars,The paper will start coming off after 1st wash.
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Classy,5.0 out of 5 stars,"It's a one go purchase.... classy , by lookColor is awesomeIn everyday its beautiful"
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Awesome product,5.0 out of 5 stars,"Like these tray, they look very beautiful ❤️"
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Looks good,5.0 out of 5 stars,Product looks good not sure about quality so far it looks fineThe surface is smooth
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Looking so good 👍 😍,5.0 out of 5 stars,
Neelkanth Wooden Kitchen Dining Resin Handmade Handicraft Product Multipurpose Round Serving Trays Set of two,Great Product!,5.0 out of 5 stars,Very pretty trays
productTitle,Review Title,Rating,Review Body
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",Not that great,2.0 out of 5 stars,"Most of the smoke flow is upward and not downward to make it a smoke fountain. And only 9 cones were sent.There are other sellers also, may be those should be tried... Or you will have to buy better quality cones, because the ones that come with this totally fails the purpose of a smoke fountain."
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",Good product,3.0 out of 5 stars,It is a good product but the statue  is very small in dimensions
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",Nice,4.0 out of 5 stars,This is a nice product to gift or to use at ur own home
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",Buddha,5.0 out of 5 stars,"A must buy if you are looking for cute, adorable and something very stylish for home decor....the product is as described in the description and shown in the pictures."
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",Cool decor piece,5.0 out of 5 stars,No fragrance in those inscence cones
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",It looks much cuter in the picture.,2.0 out of 5 stars,I received a broken item. I'm not sure if it broke because of the poor quality of the product or the poor packaging. It was non returnable but I got my refund from the seller.
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",Nice 👍😊,5.0 out of 5 stars,Satisfied 😁 thank you Amazon 🤗value for money
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",Nice paisa vasul,5.0 out of 5 stars,The media could not be loaded.
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",Good,4.0 out of 5 stars,Nice product but too smoke in surrounding
"Handicrafts Villa Ceramic Showpiece Figurine (7 x 7 x 12, Red)",Very nice product,5.0 out of 5 stars,Very nice exactly same as shown in the picture must buy i m very happy


productTitle,Review Title,Rating,Review Body
Khushi Handicrafts 12 Pieces Adjustable Pearl Necklace Back Rope Dori for Jewellery Making,Cost,4.0 out of 5 stars,I like it. As there is no option
Khushi Handicrafts 12 Pieces Adjustable Pearl Necklace Back Rope Dori for Jewellery Making,Less number,4.0 out of 5 stars,Product is good. Can be used for multiple necklaces as it is detachable. But I received only 11 pieces. They have mentioned 12.
Khushi Handicrafts 12 Pieces Adjustable Pearl Necklace Back Rope Dori for Jewellery Making,Very nice product,5.0 out of 5 stars,Worth buying. Very nice product.
Khushi Handicrafts 12 Pieces Adjustable Pearl Necklace Back Rope Dori for Jewellery Making,Less items received,3.0 out of 5 stars,It says 12 piece but I received only 8 piece in that pack. Otherwise quality is good ....
Khushi Handicrafts 12 Pieces Adjustable Pearl Necklace Back Rope Dori for Jewellery Making,Ok,2.0 out of 5 stars,Less quality
Khushi Handicrafts 12 Pieces Adjustable Pearl Necklace Back Rope Dori for Jewellery Making,The price is high,1.0 out of 5 stars,The price is to highI can give u for 120And the red one good quality wil b charge u 150
Khushi Handicrafts 12 Pieces Adjustable Pearl Necklace Back Rope Dori for Jewellery Making,Very Good,5.0 out of 5 stars,Very good product genuine

productTitle,Review Title,Rating,Review Body
"Murli Handicrafts Beautiful Dancing Wooden Peacock Showpiece Status for Home Decor (Brown, Standard)",Worth buying!,5.0 out of 5 stars,This is a very beautiful product. Looks so good. Good packaging and reasonable price.

productTitle,Review Title,Rating,Review Body
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Value for Money,4.0 out of 5 stars,Value for Money
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,OK,2.0 out of 5 stars,"Small size , according  to the price"
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Awesome but size not that big,4.0 out of 5 stars,Palm size showpiece but very cute..i liked it even though the size is not that what i expected
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Good,4.0 out of 5 stars,Nice wooden pieces
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Beautiful ❤️.,4.0 out of 5 stars,"Very good 👍 product. Very beautifully crafted. However as you can see from front it is round in figure, but it is flat at the back.I was a bit disappointed to see the back portion. So I have given 4star. IT would have been better if it had been mentioned before.But from front it is good. So I kept it with me."
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,"Very Beautiful, but a bit costly",4.0 out of 5 stars,"I purchased this as a gift to my MOM and she loved it. The product is amazing, well crafted. The only concern is the cost, should have under 300. You can buy it if you are fine with the price tag."
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Pretty owls,5.0 out of 5 stars,Very precise craftsmanship.cute little set of two owls with owlets inside.can be used as decor or even bookend for thin set of books.happy with my buy.
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Owl,4.0 out of 5 stars,Wood used is strong. Looks great and feels good.
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Awesome Owls,4.0 out of 5 stars,It is too awesome decorative product. The design and feel is very good. Guys go for it. Thank you team Amazon and Kaka Ji. ✌️
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,"small size ,quality is fare better.",4.0 out of 5 stars,It is very small but quite beautifuland quality of wood is fare better
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Looks -10/10,5.0 out of 5 stars,"It's a real steal deal according to me... Really amazing product , so good to get this at such low price"
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Fantastic product,4.0 out of 5 stars,Really good ....
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Nice product,4.0 out of 5 stars,Nice 👍
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Very well finished!,5.0 out of 5 stars,Amazing product! Value fir money! The quality and finishing of the craving of the product is impressive! Look forward to buy more items like this!
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Great wooden work,5.0 out of 5 stars,"Very good wooden work, really worth for this money.. happy with this"
Kaka jiji handicraft Wooden Handmade 6 Inches owl set of 2 II Ullu is made very carefully and with finished Netted design II Anti negative energy II Very beautiful handicraft showpiece for home decoration,Finey crafted wood piece,5.0 out of 5 stars,"Was super cool to see the product, finely crafted. Great to be showcased"
